#Otip_chr	start	end	meanCov
Otip_II	5460000	5469999	207.4123
Otip_II	5470000	5479999	210.7658
Otip_II	5480000	5489999	217.764
Otip_II	5490000	5499999	223.3051
Otip_II	5500000	5509999	205.6632
Otip_II	5510000	5519999	212.7557
Otip_II	5520000	5529999	214.3345
Otip_II	5530000	5539999	202.7843
Otip_II	5540000	5549999	207.799
Otip_II	5550000	5559999	206.1954
Otip_II	5560000	5569999	201.9124
Otip_II	5570000	5579999	200.6742
Otip_II	5580000	5589999	196.5026
Otip_II	5590000	5599999	196.8382
Otip_II	5600000	5609999	204.2582
Otip_II	5610000	5619999	216.27
Otip_II	5620000	5629999	195.0293
Otip_II	5630000	5639999	204.7891
Otip_II	5640000	5649999	213.5106
Otip_II	5650000	5659999	227.4026
Otip_II	5660000	5669999	214.1649
Otip_II	5670000	5679999	190.6871
Otip_II	5680000	5689999	191.4227
Otip_II	5690000	5699999	192.2857
Otip_II	5700000	5709999	207.8664
Otip_II	5710000	5719999	219.237
Otip_II	5720000	5729999	222.1041
Otip_II	5730000	5739999	209.1661
Otip_II	5740000	5749999	205.473
Otip_II	5750000	5759999	198.0697
Otip_II	5760000	5769999	218.0849
Otip_II	5770000	5779999	202.5727
Otip_II	5780000	5789999	206.5425
Otip_II	5790000	5799999	221.4638
Otip_II	5800000	5809999	212.0915
Otip_II	5810000	5819999	222.8033
Otip_II	5820000	5829999	212.8897
Otip_II	5830000	5839999	195.3898
Otip_II	5840000	5849999	217.2291
Otip_II	5850000	5859999	203.5112
Otip_II	5860000	5869999	211.3694
Otip_II	5870000	5879999	226.7554
Otip_II	5880000	5889999	200.7264
Otip_II	5890000	5899999	205.3147
Otip_II	5900000	5909999	211.9132
Otip_II	5910000	5919999	218.3991
Otip_II	5920000	5929999	216.3257
Otip_II	5930000	5939999	187.9165
Otip_II	5940000	5949999	184.9626
Otip_II	5950000	5959999	221.6721
Otip_II	5960000	5969999	217.4971
Otip_II	5970000	5979999	216.964
Otip_II	5980000	5989999	207.8691
Otip_II	5990000	5999999	224.1472
Otip_II	6000000	6009999	231.8366
Otip_II	6010000	6019999	223.1325
Otip_II	6020000	6029999	214.5177
Otip_II	6030000	6039999	214.0334
Otip_II	6040000	6049999	204.7973
Otip_II	6050000	6059999	220.263
Otip_II	6060000	6069999	214.8293
Otip_II	6070000	6079999	203.6406
Otip_II	6080000	6089999	215.1824
Otip_II	6090000	6099999	210.1975
Otip_II	6100000	6109999	211.4495
Otip_II	6110000	6119999	216.5266
Otip_II	6120000	6129999	216.0107
Otip_II	6130000	6139999	203.3608
Otip_II	6140000	6149999	209.2825
Otip_II	6150000	6159999	200.4429
Otip_II	6160000	6169999	204.0501
Otip_II	6170000	6179999	213.4132
Otip_II	6180000	6189999	209.6707
Otip_II	6190000	6199999	202.2132
Otip_II	6200000	6209999	207.3827
Otip_II	6210000	6219999	209.0648
Otip_II	6220000	6229999	200.8625
Otip_II	6230000	6239999	194.194
Otip_II	6240000	6249999	216.7842
Otip_II	6250000	6259999	218.0129
Otip_II	6260000	6269999	215.1704
Otip_II	6270000	6279999	205.1223
Otip_II	6280000	6289999	195.734
Otip_II	6290000	6299999	211.496
Otip_II	6300000	6309999	232.5563
Otip_II	6310000	6319999	220.5728
Otip_II	6320000	6329999	209.1464
Otip_II	6330000	6339999	231.1611
Otip_II	6340000	6349999	217.6425
Otip_II	6350000	6359999	202.2035
Otip_II	6360000	6369999	205.1172
Otip_II	6370000	6379999	200.095
Otip_II	6380000	6389999	214.3505
Otip_II	6390000	6399999	213.9105
Otip_II	6400000	6409999	221.7787
Otip_II	6410000	6419999	217.0814
Otip_II	6420000	6429999	222.9397
Otip_II	6430000	6439999	212.8262
Otip_II	6440000	6449999	202.9205
Otip_II	6450000	6459999	200.6776
Otip_II	6460000	6469999	220.6164
Otip_II	6470000	6479999	214.4157
Otip_II	6480000	6489999	203.6832
Otip_II	6490000	6499999	214.6008
Otip_II	6500000	6509999	199.4534
Otip_II	6510000	6519999	200.5225
Otip_II	6520000	6529999	227.0388
Otip_II	6530000	6539999	213.749
Otip_II	6540000	6549999	207.395
Otip_II	6550000	6559999	225.8965
Otip_II	6560000	6569999	221.4383
Otip_II	6570000	6579999	214.0556
Otip_II	6580000	6589999	199.6021
Otip_II	6590000	6599999	209.3481
Otip_II	6600000	6609999	210.8453
Otip_II	6610000	6619999	202.0107
Otip_II	6620000	6629999	195.1984
Otip_II	6630000	6639999	207.6259
Otip_II	6640000	6649999	223.4966
Otip_II	6650000	6659999	214.7061
Otip_II	6660000	6669999	215.5241
Otip_II	6670000	6679999	240.2523
Otip_II	6680000	6689999	325.0068
Otip_II	6690000	6699999	298.6122
Otip_II	6700000	6709999	268.1768
Otip_II	6710000	6719999	216.6945
Otip_II	6720000	6729999	223.52440000000001
Otip_II	6730000	6739999	229.8933
Otip_II	6740000	6749999	232.8782
Otip_II	6750000	6759999	212.6198
Otip_II	6760000	6769999	205.3278
Otip_II	6770000	6779999	208.9863
Otip_II	6780000	6789999	227.9015
Otip_II	6790000	6799999	219.6088
Otip_II	6800000	6809999	207.2753
Otip_II	6810000	6819999	202.8276
Otip_II	6820000	6829999	199.085
Otip_II	6830000	6839999	214.1134
Otip_II	6840000	6849999	205.3823
Otip_II	6850000	6859999	200.3441
Otip_II	6860000	6869999	210.5476
Otip_II	6870000	6879999	228.6769
Otip_II	6880000	6889999	213.456
Otip_II	6890000	6899999	214.2929
Otip_II	6900000	6909999	207.7212
Otip_II	6910000	6919999	202.0728
Otip_II	6920000	6929999	214.9829
Otip_II	6930000	6939999	203.9756
Otip_II	6940000	6949999	218.1828
Otip_II	6950000	6959999	236.755
Otip_II	6960000	6969999	219.2672
Otip_II	6970000	6979999	210.9481
Otip_II	6980000	6989999	223.3455
Otip_II	6990000	6999999	225.9765
Otip_II	7000000	7009999	209.0965
Otip_II	7010000	7019999	223.3903
Otip_II	7020000	7029999	209.9723
Otip_II	7030000	7039999	209.0884
Otip_II	7040000	7049999	226.5841
Otip_II	7050000	7059999	221.2488
Otip_II	7060000	7069999	216.1644
Otip_II	7070000	7079999	221.7596
Otip_II	7080000	7089999	215.7733
Otip_II	7090000	7099999	210.1817
Otip_II	7100000	7109999	192.2479
Otip_II	7110000	7119999	213.7417
Otip_II	7120000	7129999	224.8578
Otip_II	7130000	7139999	222.2983
Otip_II	7140000	7149999	217.2788
Otip_II	7150000	7159999	207.4479
Otip_II	7160000	7169999	210.1129
Otip_II	7170000	7179999	195.7589
Otip_II	7180000	7189999	207.71190000000001
Otip_II	7190000	7199999	230.4903
Otip_II	7200000	7209999	221.8515
Otip_II	7210000	7219999	217.434
Otip_II	7220000	7229999	221.6359
Otip_II	7230000	7239999	209.6337
Otip_II	7240000	7249999	207.7502
Otip_II	7250000	7259999	221.8625
Otip_II	7260000	7269999	208.5013
Otip_II	7270000	7279999	236.3767
Otip_II	7280000	7289999	217.413
Otip_II	7290000	7299999	209.8815
Otip_II	7300000	7309999	213.7234
Otip_II	7310000	7319999	212.4962
Otip_II	7320000	7329999	216.671
Otip_II	7330000	7339999	206.499
Otip_II	7340000	7349999	217.3977
Otip_II	7350000	7359999	219.6981
Otip_II	7360000	7369999	207.1889
Otip_II	7370000	7379999	210.6993
Otip_II	7380000	7389999	201.5601
Otip_II	7390000	7399999	197.7959
Otip_II	7400000	7409999	226.1056
Otip_II	7410000	7419999	226.3307
Otip_II	7420000	7429999	210.7729
Otip_II	7430000	7439999	212.1681
Otip_II	7440000	7449999	208.1094
Otip_II	7450000	7459999	202.2163
Otip_II	7460000	7469999	204.4427
Otip_II	7470000	7479999	215.3668
Otip_II	7480000	7489999	215.449
Otip_II	7490000	7499999	208.4835
Otip_II	7500000	7509999	197.8264
Otip_II	7510000	7519999	199.1005
Otip_II	7520000	7529999	216.3873
Otip_II	7530000	7539999	215.8523
Otip_II	7540000	7549999	212.92
Otip_II	7550000	7559999	189.2718
Otip_II	7560000	7569999	215.2683
Otip_II	7570000	7579999	214.1031
Otip_II	7580000	7589999	211.1419
Otip_II	7590000	7599999	211.8992
Otip_II	7600000	7609999	199.8789
Otip_II	7610000	7619999	195.5366
Otip_II	7620000	7629999	213.8241
Otip_II	7630000	7639999	211.7529
Otip_II	7640000	7649999	194.5602
Otip_II	7650000	7659999	204.6698
Otip_II	7660000	7669999	198.702
Otip_II	7670000	7679999	209.6004
Otip_II	7680000	7689999	205.0725
Otip_II	7690000	7699999	210.9122
Otip_II	7700000	7709999	223.4228
Otip_II	7710000	7719999	216.0594
Otip_II	7720000	7729999	208.899
Otip_II	7730000	7739999	200.909
Otip_II	7740000	7749999	196.0601
Otip_II	7750000	7759999	198.0341
Otip_II	7760000	7769999	196.4056
Otip_II	7770000	7779999	206.8427
Otip_II	7780000	7789999	221.1354
Otip_II	7790000	7799999	219.5086
Otip_II	7800000	7809999	201.5097
Otip_II	7810000	7819999	213.7443
Otip_II	7820000	7829999	202.0133
Otip_II	7830000	7839999	208.2374
Otip_II	7840000	7849999	212.8107
Otip_II	7850000	7859999	208.9479
Otip_II	7860000	7869999	222.7734
Otip_II	7870000	7879999	223.1313
Otip_II	7880000	7889999	216.0493
Otip_II	7890000	7899999	216.5933
Otip_II	7900000	7909999	204.6826
Otip_II	7910000	7919999	202.6803
Otip_II	7920000	7929999	213.0931
Otip_II	7930000	7939999	231.563
Otip_II	7940000	7949999	211.1782
Otip_II	7950000	7959999	211.3724
Otip_II	7960000	7969999	230.6335
Otip_II	7970000	7979999	224.6081
Otip_II	7980000	7989999	229.005
Otip_II	7990000	7999999	213.7312
Otip_II	8000000	8009999	233.0824
Otip_II	8010000	8019999	222.8206
Otip_II	8020000	8029999	196.9666
Otip_II	8030000	8039999	222.3463
Otip_II	8040000	8049999	228.7973
Otip_II	8050000	8059999	206.1084
Otip_II	8060000	8069999	211.5877
Otip_II	8070000	8079999	232.0394
Otip_II	8080000	8089999	211.9122
Otip_II	8090000	8099999	196.6508
Otip_II	8100000	8109999	205.3945
Otip_II	8110000	8119999	208.7846
Otip_II	8120000	8129999	220.5763
Otip_II	8130000	8139999	201.763
Otip_II	8140000	8149999	211.357
Otip_II	8150000	8159999	210.407
Otip_II	8160000	8169999	197.8959
Otip_II	8170000	8179999	221.3845
Otip_II	8180000	8189999	231.0231
Otip_II	8190000	8199999	211.2038
Otip_II	8200000	8209999	204.2523
Otip_II	8210000	8219999	204.4151
Otip_II	8220000	8229999	200.8641
Otip_II	8230000	8239999	214.2134
Otip_II	8240000	8249999	236.1524
Otip_II	8250000	8259999	217.6446
Otip_II	8260000	8269999	227.2568
Otip_II	8270000	8279999	205.3836
Otip_II	8280000	8289999	214.9906
Otip_II	8290000	8299999	217.8646
Otip_II	8300000	8309999	226.5283
Otip_II	8310000	8319999	219.9377
Otip_II	8320000	8329999	228.2875
Otip_II	8330000	8339999	204.7076
Otip_II	8340000	8349999	210.7988
Otip_II	8350000	8359999	224.3217
Otip_II	8360000	8369999	200.8895
Otip_II	8370000	8379999	221.4178
Otip_II	8380000	8389999	222.5759
Otip_II	8390000	8399999	208.5318
Otip_II	8400000	8409999	216.257
Otip_II	8410000	8419999	209.8555
Otip_II	8420000	8429999	205.9166
Otip_II	8430000	8439999	214.6252
Otip_II	8440000	8449999	198.7932
Otip_II	8450000	8459999	210.0976
Otip_II	8460000	8469999	217.3091
Otip_II	8470000	8479999	215.5155
Otip_II	8480000	8489999	218.4773
Otip_II	8490000	8499999	207.1288
Otip_II	8500000	8509999	203.1158
Otip_II	8510000	8519999	206.0014
Otip_II	8520000	8529999	190.9287
Otip_II	8530000	8539999	204.1153
Otip_II	8540000	8549999	195.968
Otip_II	8550000	8559999	217.7863
Otip_II	8560000	8569999	211.1626
Otip_II	8570000	8579999	229.989
Otip_II	8580000	8589999	218.396
Otip_II	8590000	8599999	210.7727
Otip_II	8600000	8609999	208.091
Otip_II	8610000	8619999	201.9717
Otip_II	8620000	8629999	193.0186
Otip_II	8630000	8639999	210.4859
Otip_II	8640000	8649999	221.6956
Otip_II	8650000	8659999	216.7784
Otip_II	8660000	8669999	223.0935
Otip_II	8670000	8679999	228.0264
Otip_II	8680000	8689999	215.4261
Otip_II	8690000	8699999	216.1863
Otip_II	8700000	8709999	218.6299
Otip_II	8710000	8719999	232.7541
Otip_II	8720000	8729999	197.2679
Otip_II	8730000	8739999	217.5138
Otip_II	8740000	8749999	211.2618
Otip_II	8750000	8759999	230.3832
Otip_II	8760000	8769999	213.9002
Otip_II	8770000	8779999	228.5275
Otip_II	8780000	8789999	220.2626
Otip_II	8790000	8799999	217.4978
Otip_II	8800000	8809999	205.3084
Otip_II	8810000	8819999	190.5359
Otip_II	8820000	8829999	212.4196
Otip_II	8830000	8839999	217.189
Otip_II	8840000	8849999	216.2765
Otip_II	8850000	8859999	207.7358
Otip_II	8860000	8869999	212.326
Otip_II	8870000	8879999	210.7766
Otip_II	8880000	8889999	215.5739
Otip_II	8890000	8899999	215.4585
Otip_II	8900000	8909999	207.8342
Otip_II	8910000	8919999	205.1948
Otip_II	8920000	8929999	202.2222
Otip_II	8930000	8939999	210.0323
Otip_II	8940000	8949999	206.4894
Otip_II	8950000	8959999	205.8
Otip_II	8960000	8969999	208.174
Otip_II	8970000	8979999	221.0374
Otip_II	8980000	8989999	216.0855
Otip_II	8990000	8999999	209.3032
Otip_II	9000000	9009999	23.8403
Otip_II	9010000	9019999	54.97802969502408
Otip_II	9020000	9029972	59.36266934269945
Otip_III	0	9999	63.07958050586058
Otip_III	10000	19999	110.38770000000001
Otip_III	20000	29999	208.8519
Otip_III	30000	39999	214.5787
Otip_III	40000	49999	196.626
Otip_III	50000	59999	197.9545
Otip_III	60000	69999	210.4415
Otip_III	70000	79999	220.559
Otip_III	80000	89999	208.5004
Otip_III	90000	99999	213.8233
Otip_III	100000	109999	216.3824
Otip_III	110000	119999	205.6308
Otip_III	120000	129999	220.2626
Otip_III	130000	139999	209.1843
Otip_III	140000	149999	189.3357
Otip_III	150000	159999	216.3111
Otip_III	160000	169999	214.2127
Otip_III	170000	179999	213.4459
Otip_III	180000	189999	218.5075
Otip_III	190000	199999	228.9123
Otip_III	200000	209999	211.0212
Otip_III	210000	219999	222.1748
Otip_III	220000	229999	212.3285
Otip_III	230000	239999	211.5059
Otip_III	240000	249999	212.4507
Otip_III	250000	259999	213.0504
Otip_III	260000	269999	230.6945
Otip_III	270000	279999	210.7768
Otip_III	280000	289999	206.4732
Otip_III	290000	299999	193.4402
Otip_III	300000	309999	241.2667
Otip_III	310000	319999	229.1253
Otip_III	320000	329999	212.4272
Otip_III	330000	339999	225.8683
Otip_III	340000	349999	224.4297
Otip_III	350000	359999	229.1712
Otip_III	360000	369999	206.9728
Otip_III	370000	379999	211.1792
Otip_III	380000	389999	201.1401
Otip_III	390000	399999	221.8967
Otip_III	400000	409999	210.8775
Otip_III	410000	419999	236.9312
Otip_III	420000	429999	210.9431
Otip_III	430000	439999	203.9372
Otip_III	440000	449999	201.2163
Otip_III	450000	459999	200.2929
Otip_III	460000	469999	207.3001
Otip_III	470000	479999	207.1575
Otip_III	480000	489999	212.7718
Otip_III	490000	499999	219.9212
Otip_III	500000	509999	220.7814
Otip_III	510000	519999	219.0153
Otip_III	520000	529999	237.7824
Otip_III	530000	539999	226.6273
Otip_III	540000	549999	218.2378
Otip_III	550000	559999	222.1499
Otip_III	560000	569999	230.6982
Otip_III	570000	579999	219.1238
Otip_III	580000	589999	212.5536
Otip_III	590000	599999	219.3646
Otip_III	600000	609999	221.4423
Otip_III	610000	619999	220.0079
Otip_III	620000	629999	204.1445
Otip_III	630000	639999	205.1046
Otip_III	640000	649999	215.1919
Otip_III	650000	659999	209.1266
Otip_III	660000	669999	229.0373
Otip_III	670000	679999	222.5228
Otip_III	680000	689999	207.8459
Otip_III	690000	699999	217.1602
Otip_III	700000	709999	222.8121
Otip_III	710000	719999	205.8913
Otip_III	720000	729999	197.5284
Otip_III	730000	739999	207.0079
Otip_III	740000	749999	222.1577
Otip_III	750000	759999	225.7374
Otip_III	760000	769999	229.6609
Otip_III	770000	779999	221.8795
Otip_III	780000	789999	226.7773
Otip_III	790000	799999	249.7624
Otip_III	800000	809999	214.0285
Otip_III	810000	819999	225.1127
Otip_III	820000	829999	217.1889
Otip_III	830000	839999	229.0051
Otip_III	840000	849999	226.6294
Otip_III	850000	859999	239.6651
Otip_III	860000	869999	219.4016
Otip_III	870000	879999	196.4101
Otip_III	880000	889999	197.9819
Otip_III	890000	899999	188.105
Otip_III	900000	909999	202.0102
Otip_III	910000	919999	255.1542
Otip_III	920000	929999	242.659
Otip_III	930000	939999	255.6246
Otip_III	940000	949999	235.8379
Otip_III	950000	959999	218.4155
Otip_III	960000	969999	214.0106
Otip_III	970000	979999	215.6259
Otip_III	980000	989999	228.1503
Otip_III	990000	999999	216.0874
Otip_III	1000000	1009999	233.9446
Otip_III	1010000	1019999	219.305
Otip_III	1020000	1029999	199.1452
Otip_III	1030000	1039999	208.4215
Otip_III	1040000	1049999	215.2985
Otip_III	1050000	1059999	204.9775
Otip_III	1060000	1069999	211.7037
Otip_III	1070000	1079999	194.1515
Otip_III	1080000	1089999	204.7652
Otip_III	1090000	1099999	224.913
Otip_III	1100000	1109999	222.1636
Otip_III	1110000	1119999	194.101
Otip_III	1120000	1129999	212.0037
Otip_III	1130000	1139999	223.2656
Otip_III	1140000	1149999	217.558
Otip_III	1150000	1159999	223.1738
Otip_III	1160000	1169999	192.2655
Otip_III	1170000	1179999	190.8261
Otip_III	1180000	1189999	195.2327
Otip_III	1190000	1199999	209.7636
Otip_III	1200000	1209999	223.0625
Otip_III	1210000	1219999	218.4339
Otip_III	1220000	1229999	194.0567
Otip_III	1230000	1239999	217.2798
Otip_III	1240000	1249999	216.1027
Otip_III	1250000	1259999	225.671
Otip_III	1260000	1269999	210.4911
Otip_III	1270000	1279999	218.0509
Otip_III	1280000	1289999	211.0343
Otip_III	1290000	1299999	223.7792
Otip_III	1300000	1309999	195.0348
Otip_III	1310000	1319999	187.9072
Otip_III	1320000	1329999	192.458
Otip_III	1330000	1339999	207.1384
Otip_III	1340000	1349999	212.4546
Otip_III	1350000	1359999	217.0001
Otip_III	1360000	1369999	225.1848
Otip_III	1370000	1379999	222.9517
Otip_III	1380000	1389999	227.693
Otip_III	1390000	1399999	220.8482
Otip_III	1400000	1409999	207.1577
Otip_III	1410000	1419999	207.4455
Otip_III	1420000	1429999	222.4872
Otip_III	1430000	1439999	203.425
Otip_III	1440000	1449999	201.6317
Otip_III	1450000	1459999	199.5021
Otip_III	1460000	1469999	213.9799
Otip_III	1470000	1479999	226.958
Otip_III	1480000	1489999	229.2073
Otip_III	1490000	1499999	224.5218
Otip_III	1500000	1509999	215.3402
Otip_III	1510000	1519999	203.3875
Otip_III	1520000	1529999	203.1243
Otip_III	1530000	1539999	210.4074
Otip_III	1540000	1549999	220.6006
Otip_III	1550000	1559999	218.7345
Otip_III	1560000	1569999	190.816
Otip_III	1570000	1579999	225.5678
Otip_III	1580000	1589999	218.302
Otip_III	1590000	1599999	197.8476
Otip_III	1600000	1609999	205.6599
Otip_III	1610000	1619999	201.4247
Otip_III	1620000	1629999	201.2961
Otip_III	1630000	1639999	227.424
Otip_III	1640000	1649999	213.0853
Otip_III	1650000	1659999	211.5933
Otip_III	1660000	1669999	219.2408
Otip_III	1670000	1679999	203.5213
Otip_III	1680000	1689999	207.0199
Otip_III	1690000	1699999	207.9238
Otip_III	1700000	1709999	209.7161
Otip_III	1710000	1719999	217.4291
Otip_III	1720000	1729999	218.5063
Otip_III	1730000	1739999	208.0186
Otip_III	1740000	1749999	214.1888
Otip_III	1750000	1759999	228.2228
Otip_III	1760000	1769999	213.2122
Otip_III	1770000	1779999	223.1376
Otip_III	1780000	1789999	220.0453
Otip_III	1790000	1799999	212.4045
Otip_III	1800000	1809999	216.4644
Otip_III	1810000	1819999	214.3962
Otip_III	1820000	1829999	216.1564
Otip_III	1830000	1839999	210.9653
Otip_III	1840000	1849999	219.8696
Otip_III	1850000	1859999	229.0201
Otip_III	1860000	1869999	219.5017
Otip_III	1870000	1879999	216.4241
Otip_III	1880000	1889999	202.6214
Otip_III	1890000	1899999	209.7695
Otip_III	1900000	1909999	218.486
Otip_III	1910000	1919999	217.3433
Otip_III	1920000	1929999	220.363
Otip_III	1930000	1939999	201.6882
Otip_III	1940000	1949999	214.4251
Otip_III	1950000	1959999	191.8517
Otip_III	1960000	1969999	194.7395
Otip_III	1970000	1979999	208.0911
Otip_III	1980000	1989999	210.9689
Otip_III	1990000	1999999	211.6713
Otip_III	2000000	2009999	230.6176
Otip_III	2010000	2019999	227.5545
Otip_III	2020000	2029999	223.3
Otip_III	2030000	2039999	215.0958
Otip_III	2040000	2049999	216.9399
Otip_III	2050000	2059999	194.8561
Otip_III	2060000	2069999	203.0609
Otip_III	2070000	2079999	206.9091
Otip_III	2080000	2089999	221.6782
Otip_III	2090000	2099999	218.5555
Otip_III	2100000	2109999	210.4232
Otip_III	2110000	2119999	207.1472
Otip_III	2120000	2129999	180.8206
Otip_III	2130000	2139999	201.708
Otip_III	2140000	2149999	193.6006
Otip_III	2150000	2159999	209.6845
Otip_III	2160000	2169999	248.5618
Otip_III	2170000	2179999	197.1083
Otip_III	2180000	2189999	190.4812
Otip_III	2190000	2199999	198.2301
Otip_III	2200000	2209999	209.5528
Otip_III	2210000	2219999	229.905
Otip_III	2220000	2229999	213.7916
Otip_III	2230000	2239999	208.9047
Otip_III	2240000	2249999	200.4853
Otip_III	2250000	2259999	216.5399
Otip_III	2260000	2269999	220.6191
Otip_III	2270000	2279999	225.3089
Otip_III	2280000	2289999	205.156
Otip_III	2290000	2299999	196.4976
Otip_III	2300000	2309999	213.4498
Otip_III	2310000	2319999	221.1758
Otip_III	2320000	2329999	224.5775
Otip_III	2330000	2339999	240.1326
Otip_III	2340000	2349999	223.96190000000001
Otip_III	2350000	2359999	226.4421
Otip_III	2360000	2369999	185.2461
Otip_III	2370000	2379999	200.4529
Otip_III	2380000	2389999	210.7615
Otip_III	2390000	2399999	226.2333
Otip_III	2400000	2409999	219.341
Otip_III	2410000	2419999	192.6457
Otip_III	2420000	2429999	206.0604
Otip_III	2430000	2439999	221.5453
Otip_III	2440000	2449999	209.6137
Otip_III	2450000	2459999	204.0212
Otip_III	2460000	2469999	207.9804
Otip_III	2470000	2479999	210.0991
Otip_III	2480000	2489999	198.1011
Otip_III	2490000	2499999	194.614
Otip_III	2500000	2509999	181.1495
Otip_III	2510000	2519999	201.8324
Otip_III	2520000	2529999	231.2522
Otip_III	2530000	2539999	236.4576
Otip_III	2540000	2549999	209.3992
Otip_III	2550000	2559999	215.065
Otip_III	2560000	2569999	202.8617
Otip_III	2570000	2579999	202.5394
Otip_III	2580000	2589999	218.1056
Otip_III	2590000	2599999	209.4599
Otip_III	2600000	2609999	202.8976
Otip_III	2610000	2619999	203.8963
Otip_III	2620000	2629999	206.0985
Otip_III	2630000	2639999	223.7405
Otip_III	2640000	2649999	199.4059
Otip_III	2650000	2659999	195.3124
Otip_III	2660000	2669999	210.623
Otip_III	2670000	2679999	206.9693
Otip_III	2680000	2689999	215.6493
Otip_III	2690000	2699999	207.8776
Otip_III	2700000	2709999	208.3753
Otip_III	2710000	2719999	218.6879
Otip_III	2720000	2729999	204.5951
Otip_III	2730000	2739999	204.4406
Otip_III	2740000	2749999	214.3418
Otip_III	2750000	2759999	219.6753
Otip_III	2760000	2769999	216.0448
Otip_III	2770000	2779999	205.0572
Otip_III	2780000	2789999	203.4662
Otip_III	2790000	2799999	191.9328
Otip_III	2800000	2809999	193.8562
Otip_III	2810000	2819999	192.5303
Otip_III	2820000	2829999	213.3828
Otip_III	2830000	2839999	191.4592
Otip_III	2840000	2849999	203.4384
Otip_III	2850000	2859999	210.9181
Otip_III	2860000	2869999	221.8332
Otip_III	2870000	2879999	229.4461
Otip_III	2880000	2889999	216.4667
Otip_III	2890000	2899999	203.8909
Otip_III	2900000	2909999	190.082
Otip_III	2910000	2919999	182.5635
Otip_III	2920000	2929999	198.4577
Otip_III	2930000	2939999	214.6177
Otip_III	2940000	2949999	225.3991
Otip_III	2950000	2959999	208.9057
Otip_III	2960000	2969999	206.79
Otip_III	2970000	2979999	207.1218
Otip_III	2980000	2989999	207.64
Otip_III	2990000	2999999	209.64940000000001
Otip_III	3000000	3009999	193.219
Otip_III	3010000	3019999	196.4783
Otip_III	3020000	3029999	200.8102
Otip_III	3030000	3039999	199.0469
Otip_III	3040000	3049999	194.0051
Otip_III	3050000	3059999	199.0084
Otip_III	3060000	3069999	185.3066
Otip_III	3070000	3079999	204.4652
Otip_III	3080000	3089999	196.9311
Otip_III	3090000	3099999	204.4954
Otip_III	3100000	3109999	195.1476
Otip_III	3110000	3119999	200.6075
Otip_III	3120000	3129999	223.3898
Otip_III	3130000	3139999	195.5172
Otip_III	3140000	3149999	192.7636
Otip_III	3150000	3159999	204.254
Otip_III	3160000	3169999	198.3884
Otip_III	3170000	3179999	198.6825
Otip_III	3180000	3189999	204.9211
Otip_III	3190000	3199999	212.4002
Otip_III	3200000	3209999	204.1181
Otip_III	3210000	3219999	210.5143
Otip_III	3220000	3229999	205.6176
Otip_III	3230000	3239999	200.6797
Otip_III	3240000	3249999	203.7124
Otip_III	3250000	3259999	209.2346
Otip_III	3260000	3269999	211.8474
Otip_III	3270000	3279999	215.313
Otip_III	3280000	3289999	192.1893
Otip_III	3290000	3299999	197.4978
Otip_III	3300000	3309999	194.8294
Otip_III	3310000	3319999	189.4064
Otip_III	3320000	3329999	195.646
Otip_III	3330000	3339999	193.3239
Otip_III	3340000	3349999	205.9722
Otip_III	3350000	3359999	208.0371
Otip_III	3360000	3369999	198.7418
Otip_III	3370000	3379999	198.3915
Otip_III	3380000	3389999	204.7045
Otip_III	3390000	3399999	196.8473
Otip_III	3400000	3409999	194.9427
Otip_III	3410000	3419999	206.7242
Otip_III	3420000	3429999	205.2506
Otip_III	3430000	3439999	200.9839
Otip_III	3440000	3449999	202.4458
Otip_III	3450000	3459999	202.2349
Otip_III	3460000	3469999	204.6355
Otip_III	3470000	3479999	216.3098
Otip_III	3480000	3489999	210.1036
Otip_III	3490000	3499999	200.4965
Otip_III	3500000	3509999	210.7078
Otip_III	3510000	3519999	194.5889
Otip_III	3520000	3529999	195.2451
Otip_III	3530000	3539999	211.4751
Otip_III	3540000	3549999	204.1162
Otip_III	3550000	3559999	196.729
Otip_III	3560000	3569999	203.5372
Otip_III	3570000	3579999	191.1277
Otip_III	3580000	3589999	201.172
Otip_III	3590000	3599999	224.1037
Otip_III	3600000	3609999	223.5755
Otip_III	3610000	3619999	216.6875
Otip_III	3620000	3629999	201.2068
Otip_III	3630000	3639999	204.8828
Otip_III	3640000	3649999	211.4122
Otip_III	3650000	3659999	203.5664
Otip_III	3660000	3669999	213.5505
Otip_III	3670000	3679999	204.3697
Otip_III	3680000	3689999	199.6869
Otip_III	3690000	3699999	205.5459
Otip_III	3700000	3709999	207.4656
Otip_III	3710000	3719999	207.065
Otip_III	3720000	3729999	200.7441
Otip_III	3730000	3739999	212.2295
Otip_III	3740000	3749999	207.2752
Otip_III	3750000	3759999	191.8768
Otip_III	3760000	3769999	208.7595
Otip_III	3770000	3779999	187.4919
Otip_III	3780000	3789999	193.3483
Otip_III	3790000	3799999	198.5149
Otip_III	3800000	3809999	217.9438
Otip_III	3810000	3819999	209.3887
Otip_III	3820000	3829999	205.2084
Otip_III	3830000	3839999	204.7442
Otip_III	3840000	3849999	206.5293
Otip_III	3850000	3859999	205.9191
Otip_III	3860000	3869999	196.8086
Otip_III	3870000	3879999	198.0975
Otip_III	3880000	3889999	193.1618
Otip_III	3890000	3899999	191.8998
Otip_III	3900000	3909999	207.0353
Otip_III	3910000	3919999	202.4773
