#Otip_#seqencename	binstart	binend	count
Otip_III	8850000	8859999	1
Otip_III	8860000	8869999	5
Otip_III	8870000	8879999	2
Otip_III	8880000	8889999	2
Otip_III	8890000	8899999	2
Otip_III	8900000	8909999	2
Otip_III	8910000	8919999	4
Otip_III	8920000	8929999	3
Otip_III	8930000	8939999	5
Otip_III	8940000	8949999	1
Otip_III	8950000	8959999	6
Otip_III	8960000	8969999	2
Otip_III	8970000	8979999	4
Otip_III	8980000	8989999	1
Otip_III	8990000	8999999	1
Otip_III	9000000	9009999	4
Otip_III	9010000	9019999	2
Otip_III	9020000	9029999	2
Otip_III	9030000	9039999	1
Otip_III	9040000	9049999	5
Otip_III	9050000	9059999	1
Otip_III	9060000	9069999	4
Otip_III	9070000	9079999	4
Otip_III	9080000	9089999	2
Otip_III	9090000	9099999	5
Otip_III	9100000	9109999	2
Otip_III	9110000	9119999	2
Otip_III	9120000	9129999	0
Otip_III	9130000	9139999	1
Otip_III	9140000	9149999	5
Otip_III	9150000	9159999	2
Otip_III	9160000	9169999	1
Otip_III	9170000	9179999	2
Otip_III	9180000	9189999	4
Otip_III	9190000	9199999	3
Otip_III	9200000	9209999	2
Otip_III	9210000	9219999	3
Otip_III	9220000	9229999	3
Otip_III	9230000	9239999	3
Otip_III	9240000	9249999	0
Otip_III	9250000	9259999	0
Otip_III	9260000	9269999	1
Otip_III	9270000	9279999	2
Otip_III	9280000	9289999	3
Otip_III	9290000	9299999	2
Otip_III	9300000	9309999	3
Otip_III	9310000	9319999	2
Otip_III	9320000	9329999	2
Otip_III	9330000	9339999	3
Otip_III	9340000	9349999	1
Otip_III	9350000	9359999	0
Otip_III	9360000	9369999	0
Otip_III	9370000	9379999	2
Otip_III	9380000	9389999	3
Otip_III	9390000	9399999	2
Otip_III	9400000	9409999	2
Otip_III	9410000	9419999	6
Otip_III	9420000	9429999	3
Otip_III	9430000	9439999	1
Otip_III	9440000	9449999	1
Otip_III	9450000	9459999	2
Otip_III	9460000	9469999	2
Otip_III	9470000	9479999	3
Otip_III	9480000	9489999	1
Otip_III	9490000	9499999	2
Otip_III	9500000	9509999	3
Otip_III	9510000	9519999	2
Otip_III	9520000	9529999	2
Otip_III	9530000	9539999	2
Otip_III	9540000	9549999	3
Otip_III	9550000	9559999	2
Otip_III	9560000	9569999	2
Otip_III	9570000	9579999	3
Otip_III	9580000	9589999	2
Otip_III	9590000	9599999	4
Otip_III	9600000	9609999	5
Otip_III	9610000	9619999	3
Otip_III	9620000	9629999	1407
Otip_III	9630000	9635449	840
#Otip_#seqencename	binstart	binend	count
Otip_II	0	9999	1612
Otip_II	10000	19999	827
Otip_II	20000	29999	12
Otip_II	30000	39999	3
Otip_II	40000	49999	4
Otip_II	50000	59999	3
Otip_II	60000	69999	2
Otip_II	70000	79999	2
Otip_II	80000	89999	4
Otip_II	90000	99999	0
Otip_II	100000	109999	2
Otip_II	110000	119999	3
Otip_II	120000	129999	2
Otip_II	130000	139999	3
Otip_II	140000	149999	0
Otip_II	150000	159999	2
Otip_II	160000	169999	3
Otip_II	170000	179999	1
Otip_II	180000	189999	3
Otip_II	190000	199999	1
Otip_II	200000	209999	6
Otip_II	210000	219999	6
Otip_II	220000	229999	6
Otip_II	230000	239999	5
Otip_II	240000	249999	3
Otip_II	250000	259999	2
Otip_II	260000	269999	2
Otip_II	270000	279999	2
Otip_II	280000	289999	5
Otip_II	290000	299999	2
Otip_II	300000	309999	0
Otip_II	310000	319999	2
Otip_II	320000	329999	2
Otip_II	330000	339999	2
Otip_II	340000	349999	2
Otip_II	350000	359999	1
Otip_II	360000	369999	3
Otip_II	370000	379999	1
Otip_II	380000	389999	1
Otip_II	390000	399999	3
Otip_II	400000	409999	2
Otip_II	410000	419999	4
Otip_II	420000	429999	1
Otip_II	430000	439999	2
Otip_II	440000	449999	1
Otip_II	450000	459999	4
Otip_II	460000	469999	0
Otip_II	470000	479999	2
Otip_II	480000	489999	1
Otip_II	490000	499999	2
Otip_II	500000	509999	5
Otip_II	510000	519999	2
Otip_II	520000	529999	1
Otip_II	530000	539999	2
Otip_II	540000	549999	0
Otip_II	550000	559999	1
Otip_II	560000	569999	0
Otip_II	570000	579999	2
Otip_II	580000	589999	1
Otip_II	590000	599999	4
Otip_II	600000	609999	5
Otip_II	610000	619999	2
Otip_II	620000	629999	2
Otip_II	630000	639999	0
Otip_II	640000	649999	1
Otip_II	650000	659999	0
Otip_II	660000	669999	1
Otip_II	670000	679999	1
Otip_II	680000	689999	3
Otip_II	690000	699999	0
Otip_II	700000	709999	2
Otip_II	710000	719999	3
Otip_II	720000	729999	3
Otip_II	730000	739999	2
Otip_II	740000	749999	8
Otip_II	750000	759999	1
Otip_II	760000	769999	3
Otip_II	770000	779999	3
Otip_II	780000	789999	1
Otip_II	790000	799999	1
Otip_II	800000	809999	3
Otip_II	810000	819999	2
Otip_II	820000	829999	3
Otip_II	830000	839999	1
Otip_II	840000	849999	2
Otip_II	850000	859999	3
Otip_II	860000	869999	3
Otip_II	870000	879999	2
Otip_II	880000	889999	3
Otip_II	890000	899999	3
Otip_II	900000	909999	3
Otip_II	910000	919999	1
Otip_II	920000	929999	6
Otip_II	930000	939999	1
Otip_II	940000	949999	1
Otip_II	950000	959999	1
Otip_II	960000	969999	1
Otip_II	970000	979999	2
Otip_II	980000	989999	1
Otip_II	990000	999999	2
Otip_II	1000000	1009999	5
Otip_II	1010000	1019999	1
Otip_II	1020000	1029999	3
Otip_II	1030000	1039999	2
Otip_II	1040000	1049999	4
Otip_II	1050000	1059999	1
Otip_II	1060000	1069999	2
Otip_II	1070000	1079999	3
Otip_II	1080000	1089999	4
Otip_II	1090000	1099999	2
Otip_II	1100000	1109999	1
Otip_II	1110000	1119999	3
Otip_II	1120000	1129999	1
Otip_II	1130000	1139999	3
Otip_II	1140000	1149999	2
Otip_II	1150000	1159999	4
Otip_II	1160000	1169999	5
Otip_II	1170000	1179999	1
Otip_II	1180000	1189999	2
Otip_II	1190000	1199999	4
Otip_II	1200000	1209999	0
Otip_II	1210000	1219999	1
Otip_II	1220000	1229999	2
Otip_II	1230000	1239999	3
Otip_II	1240000	1249999	1
Otip_II	1250000	1259999	1
Otip_II	1260000	1269999	1
Otip_II	1270000	1279999	1
Otip_II	1280000	1289999	1
Otip_II	1290000	1299999	5
Otip_II	1300000	1309999	0
Otip_II	1310000	1319999	1
Otip_II	1320000	1329999	1
Otip_II	1330000	1339999	1
Otip_II	1340000	1349999	1
Otip_II	1350000	1359999	2
Otip_II	1360000	1369999	3
Otip_II	1370000	1379999	2
Otip_II	1380000	1389999	1
Otip_II	1390000	1399999	0
Otip_II	1400000	1409999	4
Otip_II	1410000	1419999	2
Otip_II	1420000	1429999	3
Otip_II	1430000	1439999	1
Otip_II	1440000	1449999	1
Otip_II	1450000	1459999	1
Otip_II	1460000	1469999	1
Otip_II	1470000	1479999	1
Otip_II	1480000	1489999	1
Otip_II	1490000	1499999	2
Otip_II	1500000	1509999	2
Otip_II	1510000	1519999	0
Otip_II	1520000	1529999	0
Otip_II	1530000	1539999	3
Otip_II	1540000	1549999	3
Otip_II	1550000	1559999	2
Otip_II	1560000	1569999	2
Otip_II	1570000	1579999	4
Otip_II	1580000	1589999	4
Otip_II	1590000	1599999	3
Otip_II	1600000	1609999	0
Otip_II	1610000	1619999	2
Otip_II	1620000	1629999	2
Otip_II	1630000	1639999	1
Otip_II	1640000	1649999	0
Otip_II	1650000	1659999	2
Otip_II	1660000	1669999	0
Otip_II	1670000	1679999	4
Otip_II	1680000	1689999	3
Otip_II	1690000	1699999	3
Otip_II	1700000	1709999	3
Otip_II	1710000	1719999	0
Otip_II	1720000	1729999	2
Otip_II	1730000	1739999	1
Otip_II	1740000	1749999	4
Otip_II	1750000	1759999	2
Otip_II	1760000	1769999	3
Otip_II	1770000	1779999	1
Otip_II	1780000	1789999	3
Otip_II	1790000	1799999	3
Otip_II	1800000	1809999	1
Otip_II	1810000	1819999	0
Otip_II	1820000	1829999	0
Otip_II	1830000	1839999	2
Otip_II	1840000	1849999	1
Otip_II	1850000	1859999	4
Otip_II	1860000	1869999	1
Otip_II	1870000	1879999	4
Otip_II	1880000	1889999	3
Otip_II	1890000	1899999	3
Otip_II	1900000	1909999	2
Otip_II	1910000	1919999	0
Otip_II	1920000	1929999	5
Otip_II	1930000	1939999	0
Otip_II	1940000	1949999	3
Otip_II	1950000	1959999	3
Otip_II	1960000	1969999	3
Otip_II	1970000	1979999	3
Otip_II	1980000	1989999	2
Otip_II	1990000	1999999	5
Otip_II	2000000	2009999	11
Otip_II	2010000	2019999	1
Otip_II	2020000	2029999	1
Otip_II	2030000	2039999	3
Otip_II	2040000	2049999	2
Otip_II	2050000	2059999	1
Otip_II	2060000	2069999	5
Otip_II	2070000	2079999	2
Otip_II	2080000	2089999	3
Otip_II	2090000	2099999	0
Otip_II	2100000	2109999	1
Otip_II	2110000	2119999	0
Otip_II	2120000	2129999	4
Otip_II	2130000	2139999	2
Otip_II	2140000	2149999	3
Otip_II	2150000	2159999	1
Otip_II	2160000	2169999	2
Otip_II	2170000	2179999	6
Otip_II	2180000	2189999	2
Otip_II	2190000	2199999	1
Otip_II	2200000	2209999	2
Otip_II	2210000	2219999	4
Otip_II	2220000	2229999	1
Otip_II	2230000	2239999	2
Otip_II	2240000	2249999	2
Otip_II	2250000	2259999	4
Otip_II	2260000	2269999	1
Otip_II	2270000	2279999	3
Otip_II	2280000	2289999	1
Otip_II	2290000	2299999	3
Otip_II	2300000	2309999	1
Otip_II	2310000	2319999	4
Otip_II	2320000	2329999	3
Otip_II	2330000	2339999	2
Otip_II	2340000	2349999	2
Otip_II	2350000	2359999	4
Otip_II	2360000	2369999	4
Otip_II	2370000	2379999	1
Otip_II	2380000	2389999	0
Otip_II	2390000	2399999	1
Otip_II	2400000	2409999	1
Otip_II	2410000	2419999	6
Otip_II	2420000	2429999	2
Otip_II	2430000	2439999	0
Otip_II	2440000	2449999	1
Otip_II	2450000	2459999	1
Otip_II	2460000	2469999	3
Otip_II	2470000	2479999	2
Otip_II	2480000	2489999	2
Otip_II	2490000	2499999	3
Otip_II	2500000	2509999	2
Otip_II	2510000	2519999	0
Otip_II	2520000	2529999	3
Otip_II	2530000	2539999	2
Otip_II	2540000	2549999	4
Otip_II	2550000	2559999	0
Otip_II	2560000	2569999	3
Otip_II	2570000	2579999	0
Otip_II	2580000	2589999	1
Otip_II	2590000	2599999	0
Otip_II	2600000	2609999	2
Otip_II	2610000	2619999	7
Otip_II	2620000	2629999	2
Otip_II	2630000	2639999	1
Otip_II	2640000	2649999	5
Otip_II	2650000	2659999	1
Otip_II	2660000	2669999	3
Otip_II	2670000	2679999	7
Otip_II	2680000	2689999	2
Otip_II	2690000	2699999	4
Otip_II	2700000	2709999	1
Otip_II	2710000	2719999	0
Otip_II	2720000	2729999	2
Otip_II	2730000	2739999	2
Otip_II	2740000	2749999	1
Otip_II	2750000	2759999	1
Otip_II	2760000	2769999	2
Otip_II	2770000	2779999	1
Otip_II	2780000	2789999	3
Otip_II	2790000	2799999	3
Otip_II	2800000	2809999	2
Otip_II	2810000	2819999	1
Otip_II	2820000	2829999	3
Otip_II	2830000	2839999	0
Otip_II	2840000	2849999	0
Otip_II	2850000	2859999	0
Otip_II	2860000	2869999	2
Otip_II	2870000	2879999	0
Otip_II	2880000	2889999	3
Otip_II	2890000	2899999	4
Otip_II	2900000	2909999	2
Otip_II	2910000	2919999	2
Otip_II	2920000	2929999	1
Otip_II	2930000	2939999	1
Otip_II	2940000	2949999	1
Otip_II	2950000	2959999	2
Otip_II	2960000	2969999	3
Otip_II	2970000	2979999	2
Otip_II	2980000	2989999	1
Otip_II	2990000	2999999	3
Otip_II	3000000	3009999	1
Otip_II	3010000	3019999	1
Otip_II	3020000	3029999	1
Otip_II	3030000	3039999	3
Otip_II	3040000	3049999	1
Otip_II	3050000	3059999	0
Otip_II	3060000	3069999	4
Otip_II	3070000	3079999	2
Otip_II	3080000	3089999	0
Otip_II	3090000	3099999	3
Otip_II	3100000	3109999	0
Otip_II	3110000	3119999	1
Otip_II	3120000	3129999	1
Otip_II	3130000	3139999	2
Otip_II	3140000	3149999	1
Otip_II	3150000	3159999	4
Otip_II	3160000	3169999	0
Otip_II	3170000	3179999	1
Otip_II	3180000	3189999	1
Otip_II	3190000	3199999	3
Otip_II	3200000	3209999	5
Otip_II	3210000	3219999	2
Otip_II	3220000	3229999	1
Otip_II	3230000	3239999	0
Otip_II	3240000	3249999	1
Otip_II	3250000	3259999	0
Otip_II	3260000	3269999	1
Otip_II	3270000	3279999	3
Otip_II	3280000	3289999	1
Otip_II	3290000	3299999	1
Otip_II	3300000	3309999	1
Otip_II	3310000	3319999	6
Otip_II	3320000	3329999	0
Otip_II	3330000	3339999	1
Otip_II	3340000	3349999	1
Otip_II	3350000	3359999	5
Otip_II	3360000	3369999	3
Otip_II	3370000	3379999	2
Otip_II	3380000	3389999	0
Otip_II	3390000	3399999	1
Otip_II	3400000	3409999	3
Otip_II	3410000	3419999	6
Otip_II	3420000	3429999	0
Otip_II	3430000	3439999	2
Otip_II	3440000	3449999	2
Otip_II	3450000	3459999	0
Otip_II	3460000	3469999	0
Otip_II	3470000	3479999	0
Otip_II	3480000	3489999	0
Otip_II	3490000	3499999	2
Otip_II	3500000	3509999	3
Otip_II	3510000	3519999	0
Otip_II	3520000	3529999	0
Otip_II	3530000	3539999	3
Otip_II	3540000	3549999	1
Otip_II	3550000	3559999	3
Otip_II	3560000	3569999	2
Otip_II	3570000	3579999	4
Otip_II	3580000	3589999	1
Otip_II	3590000	3599999	1
Otip_II	3600000	3609999	1
Otip_II	3610000	3619999	3
Otip_II	3620000	3629999	1
Otip_II	3630000	3639999	2
Otip_II	3640000	3649999	2
Otip_II	3650000	3659999	1
Otip_II	3660000	3669999	3
Otip_II	3670000	3679999	3
Otip_II	3680000	3689999	1
Otip_II	3690000	3699999	1
Otip_II	3700000	3709999	1
Otip_II	3710000	3719999	0
Otip_II	3720000	3729999	0
Otip_II	3730000	3739999	2
Otip_II	3740000	3749999	4
Otip_II	3750000	3759999	3
Otip_II	3760000	3769999	2
Otip_II	3770000	3779999	0
Otip_II	3780000	3789999	0
Otip_II	3790000	3799999	1
Otip_II	3800000	3809999	1
Otip_II	3810000	3819999	2
Otip_II	3820000	3829999	3
Otip_II	3830000	3839999	3
Otip_II	3840000	3849999	0
Otip_II	3850000	3859999	3
Otip_II	3860000	3869999	1
Otip_II	3870000	3879999	4
Otip_II	3880000	3889999	1
Otip_II	3890000	3899999	0
Otip_II	3900000	3909999	2
Otip_II	3910000	3919999	2
Otip_II	3920000	3929999	2
Otip_II	3930000	3939999	3
Otip_II	3940000	3949999	2
Otip_II	3950000	3959999	4
Otip_II	3960000	3969999	1
Otip_II	3970000	3979999	3
Otip_II	3980000	3989999	3
Otip_II	3990000	3999999	2
Otip_II	4000000	4009999	1
Otip_II	4010000	4019999	0
Otip_II	4020000	4029999	5
Otip_II	4030000	4039999	1
Otip_II	4040000	4049999	1
Otip_II	4050000	4059999	2
Otip_II	4060000	4069999	1
Otip_II	4070000	4079999	4
Otip_II	4080000	4089999	0
Otip_II	4090000	4099999	3
Otip_II	4100000	4109999	1
Otip_II	4110000	4119999	1
Otip_II	4120000	4129999	0
Otip_II	4130000	4139999	1
Otip_II	4140000	4149999	1
Otip_II	4150000	4159999	0
Otip_II	4160000	4169999	2
Otip_II	4170000	4179999	3
Otip_II	4180000	4189999	5
Otip_II	4190000	4199999	0
Otip_II	4200000	4209999	1
Otip_II	4210000	4219999	1
Otip_II	4220000	4229999	1
Otip_II	4230000	4239999	3
Otip_II	4240000	4249999	3
Otip_II	4250000	4259999	1
Otip_II	4260000	4269999	1
Otip_II	4270000	4279999	1
Otip_II	4280000	4289999	0
Otip_II	4290000	4299999	2
Otip_II	4300000	4309999	0
Otip_II	4310000	4319999	1
Otip_II	4320000	4329999	0
Otip_II	4330000	4339999	2
Otip_II	4340000	4349999	1
Otip_II	4350000	4359999	0
Otip_II	4360000	4369999	3
Otip_II	4370000	4379999	5
Otip_II	4380000	4389999	0
Otip_II	4390000	4399999	1
Otip_II	4400000	4409999	0
Otip_II	4410000	4419999	1
Otip_II	4420000	4429999	2
Otip_II	4430000	4439999	2
Otip_II	4440000	4449999	2
Otip_II	4450000	4459999	2
Otip_II	4460000	4469999	0
Otip_II	4470000	4479999	0
Otip_II	4480000	4489999	6
Otip_II	4490000	4499999	3
Otip_II	4500000	4509999	2
Otip_II	4510000	4519999	1
Otip_II	4520000	4529999	1
Otip_II	4530000	4539999	1
Otip_II	4540000	4549999	4
Otip_II	4550000	4559999	0
Otip_II	4560000	4569999	3
Otip_II	4570000	4579999	1
Otip_II	4580000	4589999	1
Otip_II	4590000	4599999	2
Otip_II	4600000	4609999	1
Otip_II	4610000	4619999	2
Otip_II	4620000	4629999	1
Otip_II	4630000	4639999	1
Otip_II	4640000	4649999	1
Otip_II	4650000	4659999	0
Otip_II	4660000	4669999	1
Otip_II	4670000	4679999	2
Otip_II	4680000	4689999	0
Otip_II	4690000	4699999	2
Otip_II	4700000	4709999	5
Otip_II	4710000	4719999	2
Otip_II	4720000	4729999	2
Otip_II	4730000	4739999	2
Otip_II	4740000	4749999	1
Otip_II	4750000	4759999	2
Otip_II	4760000	4769999	4
Otip_II	4770000	4779999	1
Otip_II	4780000	4789999	1
Otip_II	4790000	4799999	2
Otip_II	4800000	4809999	1
Otip_II	4810000	4819999	2
Otip_II	4820000	4829999	3
Otip_II	4830000	4839999	0
Otip_II	4840000	4849999	4
Otip_II	4850000	4859999	1
Otip_II	4860000	4869999	2
Otip_II	4870000	4879999	2
Otip_II	4880000	4889999	3
Otip_II	4890000	4899999	1
Otip_II	4900000	4909999	1
Otip_II	4910000	4919999	3
Otip_II	4920000	4929999	1
Otip_II	4930000	4939999	3
Otip_II	4940000	4949999	2
Otip_II	4950000	4959999	1
Otip_II	4960000	4969999	4
Otip_II	4970000	4979999	3
Otip_II	4980000	4989999	0
Otip_II	4990000	4999999	6
Otip_II	5000000	5009999	0
Otip_II	5010000	5019999	7
Otip_II	5020000	5029999	1
Otip_II	5030000	5039999	3
Otip_II	5040000	5049999	1
Otip_II	5050000	5059999	3
Otip_II	5060000	5069999	2
Otip_II	5070000	5079999	3
Otip_II	5080000	5089999	2
Otip_II	5090000	5099999	1
Otip_II	5100000	5109999	1
Otip_II	5110000	5119999	2
Otip_II	5120000	5129999	4
Otip_II	5130000	5139999	4
Otip_II	5140000	5149999	2
Otip_II	5150000	5159999	0
Otip_II	5160000	5169999	2
Otip_II	5170000	5179999	0
Otip_II	5180000	5189999	1
Otip_II	5190000	5199999	2
Otip_II	5200000	5209999	2
Otip_II	5210000	5219999	2
Otip_II	5220000	5229999	3
Otip_II	5230000	5239999	0
Otip_II	5240000	5249999	4
Otip_II	5250000	5259999	2
Otip_II	5260000	5269999	0
Otip_II	5270000	5279999	1
Otip_II	5280000	5289999	1
Otip_II	5290000	5299999	2
Otip_II	5300000	5309999	2
Otip_II	5310000	5319999	1
Otip_II	5320000	5329999	1
Otip_II	5330000	5339999	2
Otip_II	5340000	5349999	3
Otip_II	5350000	5359999	3
Otip_II	5360000	5369999	1
Otip_II	5370000	5379999	3
Otip_II	5380000	5389999	2
Otip_II	5390000	5399999	2
Otip_II	5400000	5409999	2
Otip_II	5410000	5419999	1
Otip_II	5420000	5429999	0
Otip_II	5430000	5439999	1
Otip_II	5440000	5449999	1
Otip_II	5450000	5459999	2
Otip_II	5460000	5469999	4
Otip_II	5470000	5479999	5
Otip_II	5480000	5489999	0
Otip_II	5490000	5499999	4
Otip_II	5500000	5509999	1
Otip_II	5510000	5519999	2
Otip_II	5520000	5529999	4
Otip_II	5530000	5539999	2
Otip_II	5540000	5549999	3
Otip_II	5550000	5559999	1
Otip_II	5560000	5569999	4
Otip_II	5570000	5579999	0
Otip_II	5580000	5589999	1
Otip_II	5590000	5599999	3
Otip_II	5600000	5609999	0
Otip_II	5610000	5619999	6
Otip_II	5620000	5629999	0
Otip_II	5630000	5639999	1
Otip_II	5640000	5649999	3
Otip_II	5650000	5659999	1
Otip_II	5660000	5669999	1
Otip_II	5670000	5679999	2
Otip_II	5680000	5689999	2
Otip_II	5690000	5699999	1
Otip_II	5700000	5709999	3
Otip_II	5710000	5719999	0
Otip_II	5720000	5729999	2
Otip_II	5730000	5739999	2
Otip_II	5740000	5749999	2
Otip_II	5750000	5759999	2
Otip_II	5760000	5769999	3
Otip_II	5770000	5779999	0
Otip_II	5780000	5789999	5
Otip_II	5790000	5799999	1
Otip_II	5800000	5809999	6
Otip_II	5810000	5819999	5
Otip_II	5820000	5829999	2
Otip_II	5830000	5839999	1
Otip_II	5840000	5849999	3
Otip_II	5850000	5859999	3
Otip_II	5860000	5869999	4
Otip_II	5870000	5879999	3
Otip_II	5880000	5889999	3
Otip_II	5890000	5899999	2
Otip_II	5900000	5909999	2
Otip_II	5910000	5919999	2
Otip_II	5920000	5929999	4
Otip_II	5930000	5939999	0
Otip_II	5940000	5949999	1
Otip_II	5950000	5959999	1
Otip_II	5960000	5969999	3
Otip_II	5970000	5979999	2
Otip_II	5980000	5989999	3
Otip_II	5990000	5999999	2
Otip_II	6000000	6009999	0
Otip_II	6010000	6019999	3
Otip_II	6020000	6029999	3
Otip_II	6030000	6039999	3
Otip_II	6040000	6049999	7
Otip_II	6050000	6059999	3
Otip_II	6060000	6069999	2
Otip_II	6070000	6079999	0
Otip_II	6080000	6089999	1
Otip_II	6090000	6099999	2
Otip_II	6100000	6109999	4
Otip_II	6110000	6119999	0
Otip_II	6120000	6129999	4
Otip_II	6130000	6139999	2
Otip_II	6140000	6149999	4
Otip_II	6150000	6159999	2
Otip_II	6160000	6169999	0
Otip_II	6170000	6179999	7
Otip_II	6180000	6189999	1
Otip_II	6190000	6199999	2
Otip_II	6200000	6209999	2
Otip_II	6210000	6219999	0
Otip_II	6220000	6229999	4
Otip_II	6230000	6239999	1
Otip_II	6240000	6249999	2
Otip_II	6250000	6259999	2
Otip_II	6260000	6269999	3
Otip_II	6270000	6279999	3
Otip_II	6280000	6289999	1
Otip_II	6290000	6299999	3
Otip_II	6300000	6309999	1
Otip_II	6310000	6319999	0
Otip_II	6320000	6329999	3
Otip_II	6330000	6339999	0
Otip_II	6340000	6349999	2
Otip_II	6350000	6359999	1
Otip_II	6360000	6369999	0
Otip_II	6370000	6379999	0
Otip_II	6380000	6389999	2
Otip_II	6390000	6399999	3
Otip_II	6400000	6409999	1
Otip_II	6410000	6419999	0
Otip_II	6420000	6429999	1
Otip_II	6430000	6439999	1
Otip_II	6440000	6449999	3
Otip_II	6450000	6459999	5
Otip_II	6460000	6469999	3
Otip_II	6470000	6479999	4
Otip_II	6480000	6489999	2
Otip_II	6490000	6499999	2
Otip_II	6500000	6509999	4
Otip_II	6510000	6519999	4
Otip_II	6520000	6529999	2
Otip_II	6530000	6539999	2
Otip_II	6540000	6549999	3
Otip_II	6550000	6559999	1
Otip_II	6560000	6569999	2
Otip_II	6570000	6579999	2
Otip_II	6580000	6589999	3
Otip_II	6590000	6599999	4
Otip_II	6600000	6609999	1
Otip_II	6610000	6619999	4
Otip_II	6620000	6629999	2
Otip_II	6630000	6639999	0
Otip_II	6640000	6649999	1
Otip_II	6650000	6659999	1
Otip_II	6660000	6669999	3
Otip_II	6670000	6679999	0
Otip_II	6680000	6689999	0
Otip_II	6690000	6699999	0
Otip_II	6700000	6709999	0
Otip_II	6710000	6719999	0
Otip_II	6720000	6729999	5
Otip_II	6730000	6739999	2
Otip_II	6740000	6749999	0
Otip_II	6750000	6759999	1
Otip_II	6760000	6769999	2
Otip_II	6770000	6779999	1
Otip_II	6780000	6789999	1
Otip_II	6790000	6799999	1
Otip_II	6800000	6809999	1
Otip_II	6810000	6819999	5
Otip_II	6820000	6829999	3
Otip_II	6830000	6839999	2
Otip_II	6840000	6849999	3
Otip_II	6850000	6859999	2
Otip_II	6860000	6869999	4
Otip_II	6870000	6879999	2
Otip_II	6880000	6889999	3
Otip_II	6890000	6899999	2
Otip_II	6900000	6909999	4
Otip_II	6910000	6919999	2
Otip_II	6920000	6929999	2
Otip_II	6930000	6939999	1
Otip_II	6940000	6949999	3
Otip_II	6950000	6959999	2
Otip_II	6960000	6969999	4
Otip_II	6970000	6979999	2
Otip_II	6980000	6989999	3
Otip_II	6990000	6999999	1
Otip_II	7000000	7009999	3
Otip_II	7010000	7019999	0
Otip_II	7020000	7029999	4
Otip_II	7030000	7039999	3
Otip_II	7040000	7049999	0
Otip_II	7050000	7059999	3
Otip_II	7060000	7069999	0
Otip_II	7070000	7079999	2
Otip_II	7080000	7089999	4
Otip_II	7090000	7099999	4
Otip_II	7100000	7109999	0
Otip_II	7110000	7119999	3
Otip_II	7120000	7129999	0
Otip_II	7130000	7139999	4
Otip_II	7140000	7149999	2
Otip_II	7150000	7159999	1
Otip_II	7160000	7169999	1
Otip_II	7170000	7179999	3
Otip_II	7180000	7189999	2
Otip_II	7190000	7199999	3
Otip_II	7200000	7209999	2
Otip_II	7210000	7219999	2
Otip_II	7220000	7229999	1
Otip_II	7230000	7239999	5
Otip_II	7240000	7249999	4
Otip_II	7250000	7259999	1
Otip_II	7260000	7269999	0
Otip_II	7270000	7279999	1
Otip_II	7280000	7289999	1
Otip_II	7290000	7299999	2
Otip_II	7300000	7309999	2
Otip_II	7310000	7319999	2
Otip_II	7320000	7329999	2
Otip_II	7330000	7339999	2
Otip_II	7340000	7349999	1
Otip_II	7350000	7359999	5
Otip_II	7360000	7369999	2
Otip_II	7370000	7379999	0
Otip_II	7380000	7389999	2
Otip_II	7390000	7399999	3
Otip_II	7400000	7409999	1
Otip_II	7410000	7419999	0
Otip_II	7420000	7429999	5
Otip_II	7430000	7439999	4
Otip_II	7440000	7449999	4
Otip_II	7450000	7459999	2
Otip_II	7460000	7469999	1
Otip_II	7470000	7479999	0
Otip_II	7480000	7489999	3
Otip_II	7490000	7499999	4
Otip_II	7500000	7509999	3
Otip_II	7510000	7519999	5
Otip_II	7520000	7529999	1
Otip_II	7530000	7539999	2
Otip_II	7540000	7549999	0
Otip_II	7550000	7559999	3
Otip_II	7560000	7569999	0
Otip_II	7570000	7579999	1
Otip_II	7580000	7589999	2
Otip_II	7590000	7599999	2
Otip_II	7600000	7609999	0
Otip_II	7610000	7619999	5
Otip_II	7620000	7629999	2
Otip_II	7630000	7639999	4
Otip_II	7640000	7649999	0
Otip_II	7650000	7659999	4
Otip_II	7660000	7669999	0
Otip_II	7670000	7679999	1
Otip_II	7680000	7689999	0
Otip_II	7690000	7699999	3
Otip_II	7700000	7709999	0
Otip_II	7710000	7719999	3
Otip_II	7720000	7729999	5
Otip_II	7730000	7739999	3
Otip_II	7740000	7749999	2
Otip_II	7750000	7759999	2
Otip_II	7760000	7769999	3
Otip_II	7770000	7779999	2
Otip_II	7780000	7789999	4
Otip_II	7790000	7799999	2
Otip_II	7800000	7809999	4
Otip_II	7810000	7819999	0
Otip_II	7820000	7829999	1
Otip_II	7830000	7839999	4
Otip_II	7840000	7849999	0
Otip_II	7850000	7859999	4
Otip_II	7860000	7869999	1
Otip_II	7870000	7879999	1
Otip_II	7880000	7889999	0
Otip_II	7890000	7899999	1
Otip_II	7900000	7909999	4
Otip_II	7910000	7919999	4
Otip_II	7920000	7929999	3
Otip_II	7930000	7939999	1
Otip_II	7940000	7949999	3
Otip_II	7950000	7959999	2
Otip_II	7960000	7969999	3
Otip_II	7970000	7979999	4
Otip_II	7980000	7989999	0
Otip_II	7990000	7999999	2
Otip_II	8000000	8009999	0
Otip_II	8010000	8019999	3
Otip_II	8020000	8029999	4
Otip_II	8030000	8039999	0
Otip_II	8040000	8049999	1
