#cluster_id	cluster_type	1to1_type	proteome_count	percentage_at_target_count
OG0003731	specific	fuzzy	15	0.93
OG0003732	specific	fuzzy	15	0.93
OG0003733	specific	fuzzy	15	0.93
OG0003734	specific	fuzzy	15	0.93
OG0003737	specific	fuzzy	15	0.93
OG0003739	specific	fuzzy	15	0.93
OG0003740	specific	fuzzy	15	0.93
OG0003741	specific	fuzzy	15	0.93
OG0003742	specific	fuzzy	15	0.93
OG0003743	specific	fuzzy	15	0.93
OG0003744	specific	fuzzy	15	0.93
OG0003745	specific	fuzzy	15	0.93
OG0003747	specific	fuzzy	15	0.93
OG0003748	specific	fuzzy	15	0.93
OG0003749	specific	fuzzy	15	0.93
OG0003751	specific	fuzzy	15	0.93
OG0003754	specific	fuzzy	15	0.93
OG0003755	specific	fuzzy	15	0.93
OG0003756	specific	fuzzy	15	0.93
OG0003757	specific	fuzzy	15	0.93
OG0003758	specific	fuzzy	15	0.93
OG0003759	specific	fuzzy	15	0.93
OG0003760	specific	fuzzy	15	0.93
OG0003761	specific	fuzzy	15	0.93
OG0003762	specific	fuzzy	15	0.93
OG0003763	specific	fuzzy	15	0.93
OG0003765	specific	fuzzy	15	0.93
OG0003766	specific	fuzzy	14	0.93
OG0003767	specific	fuzzy	15	0.93
OG0003768	specific	fuzzy	14	0.93
OG0003769	specific	fuzzy	15	0.93
OG0003770	specific	fuzzy	15	0.93
OG0003771	specific	fuzzy	14	0.93
OG0003772	specific	fuzzy	15	0.93
OG0003773	specific	fuzzy	15	0.93
OG0003774	specific	fuzzy	15	0.93
OG0003775	specific	fuzzy	15	0.93
OG0003776	specific	fuzzy	15	0.93
OG0003777	specific	fuzzy	15	0.93
OG0003778	specific	fuzzy	15	0.93
OG0003780	specific	fuzzy	15	0.93
OG0003781	specific	fuzzy	15	0.93
OG0003782	specific	fuzzy	15	0.93
OG0003783	specific	fuzzy	15	0.93
OG0003784	specific	fuzzy	15	0.93
OG0003785	specific	fuzzy	15	0.93
OG0003786	specific	fuzzy	15	0.93
OG0003787	specific	fuzzy	15	0.93
OG0003788	specific	fuzzy	15	0.93
OG0003789	specific	fuzzy	15	0.93
OG0003790	specific	fuzzy	15	0.93
OG0003791	specific	fuzzy	15	0.93
OG0003792	specific	fuzzy	15	0.93
OG0003793	specific	fuzzy	15	0.93
OG0003795	specific	fuzzy	15	0.93
OG0003796	specific	fuzzy	15	0.93
OG0003797	specific	fuzzy	14	0.93
OG0003799	specific	fuzzy	15	0.93
OG0003800	specific	fuzzy	14	0.93
OG0003801	specific	fuzzy	15	0.93
OG0003804	specific	fuzzy	14	0.93
OG0003805	specific	fuzzy	15	0.93
OG0003806	specific	fuzzy	15	0.93
OG0003810	specific	fuzzy	15	0.93
OG0003812	specific	fuzzy	15	0.93
OG0003813	specific	fuzzy	15	0.93
OG0003814	specific	fuzzy	15	0.93
OG0003815	specific	fuzzy	15	0.93
OG0003816	specific	fuzzy	15	0.93
OG0003817	specific	fuzzy	14	0.93
OG0003818	specific	fuzzy	15	0.93
OG0003819	specific	fuzzy	15	0.93
OG0003820	specific	fuzzy	15	0.93
OG0003821	specific	fuzzy	15	0.93
OG0003823	specific	fuzzy	15	0.93
OG0003824	specific	fuzzy	15	0.93
OG0003825	specific	fuzzy	15	0.93
OG0003826	specific	fuzzy	15	0.93
OG0003829	specific	fuzzy	15	0.93
OG0003832	specific	fuzzy	15	0.93
OG0003835	specific	fuzzy	15	0.93
OG0003837	specific	fuzzy	15	0.93
OG0003838	specific	fuzzy	15	0.93
OG0003842	specific	fuzzy	15	0.93
OG0003843	specific	fuzzy	15	0.93
OG0003844	specific	fuzzy	15	0.93
OG0003845	specific	fuzzy	15	0.93
OG0003847	specific	fuzzy	15	0.93
OG0003850	specific	fuzzy	15	0.93
OG0003852	specific	fuzzy	15	0.93
OG0003853	specific	fuzzy	15	0.93
OG0003854	specific	fuzzy	15	0.93
OG0003857	specific	fuzzy	15	0.93
OG0003858	specific	fuzzy	15	0.93
OG0003860	specific	fuzzy	15	0.93
OG0003861	specific	fuzzy	15	0.93
OG0003862	specific	fuzzy	15	0.93
OG0003863	specific	fuzzy	15	0.93
OG0003864	specific	fuzzy	15	0.93
OG0003865	specific	fuzzy	15	0.93
OG0003866	specific	fuzzy	15	0.93
OG0003867	specific	fuzzy	15	0.93
OG0003868	specific	fuzzy	14	0.93
OG0003870	specific	fuzzy	15	0.93
OG0003871	specific	fuzzy	15	0.93
OG0003872	specific	fuzzy	15	0.93
OG0003873	specific	fuzzy	15	0.93
OG0003875	specific	fuzzy	15	0.93
OG0003877	specific	fuzzy	15	0.93
OG0003881	specific	fuzzy	14	0.93
OG0003882	specific	fuzzy	15	0.93
OG0003883	specific	fuzzy	15	0.93
OG0003885	specific	fuzzy	14	0.93
OG0003886	specific	fuzzy	15	0.93
OG0003887	specific	fuzzy	15	0.93
OG0003888	specific	fuzzy	15	0.93
OG0003889	specific	fuzzy	15	0.93
OG0003890	specific	fuzzy	15	0.93
OG0003891	specific	fuzzy	15	0.93
OG0003892	specific	fuzzy	15	0.93
OG0003893	specific	fuzzy	15	0.93
OG0003894	specific	fuzzy	15	0.93
OG0003895	specific	fuzzy	15	0.93
OG0003896	specific	fuzzy	15	0.93
OG0003897	specific	fuzzy	15	0.93
OG0003899	specific	fuzzy	15	0.93
OG0003901	specific	fuzzy	15	0.93
OG0003902	specific	fuzzy	15	0.93
OG0003903	specific	fuzzy	15	0.93
OG0003904	specific	fuzzy	15	0.93
OG0003905	specific	fuzzy	15	0.93
OG0003908	specific	fuzzy	15	0.93
OG0003909	specific	fuzzy	15	0.93
OG0003910	specific	fuzzy	15	0.93
OG0003912	specific	fuzzy	15	0.93
OG0003913	specific	fuzzy	15	0.93
OG0003915	specific	fuzzy	15	0.93
OG0003919	specific	fuzzy	15	0.93
OG0003921	specific	fuzzy	14	0.93
OG0003924	specific	fuzzy	15	0.93
OG0003926	specific	fuzzy	15	0.93
OG0003927	specific	fuzzy	15	0.93
OG0003928	specific	fuzzy	15	0.93
OG0003929	specific	fuzzy	15	0.93
OG0003932	specific	fuzzy	15	0.93
OG0003933	specific	fuzzy	15	0.93
OG0003934	specific	fuzzy	15	0.93
OG0003937	specific	fuzzy	15	0.93
OG0003938	specific	fuzzy	15	0.93
OG0003939	specific	fuzzy	15	0.93
OG0003941	specific	fuzzy	15	0.93
OG0003942	specific	fuzzy	15	0.93
OG0003943	specific	fuzzy	15	0.93
OG0003944	specific	fuzzy	15	0.93
OG0003945	specific	fuzzy	15	0.93
OG0003946	specific	fuzzy	15	0.93
OG0003947	specific	fuzzy	15	0.93
OG0003948	specific	fuzzy	15	0.93
OG0003949	specific	fuzzy	15	0.93
OG0003950	specific	fuzzy	15	0.93
OG0003951	specific	fuzzy	15	0.93
OG0003952	specific	fuzzy	15	0.93
OG0003953	specific	fuzzy	15	0.93
OG0003954	specific	fuzzy	15	0.93
OG0003955	specific	fuzzy	15	0.93
OG0003956	specific	fuzzy	15	0.93
OG0003957	specific	fuzzy	15	0.93
OG0003958	specific	fuzzy	15	0.93
OG0003959	specific	fuzzy	15	0.93
OG0003960	specific	fuzzy	15	0.93
OG0003961	specific	fuzzy	15	0.93
OG0003962	specific	fuzzy	15	0.93
OG0003965	specific	fuzzy	15	0.93
OG0003966	specific	fuzzy	15	0.93
OG0003967	specific	fuzzy	15	0.93
OG0003968	specific	fuzzy	14	0.93
OG0003970	specific	fuzzy	15	0.93
OG0003973	specific	fuzzy	15	0.93
OG0003974	specific	fuzzy	15	0.93
OG0003976	specific	fuzzy	15	0.93
OG0003977	specific	fuzzy	15	0.93
OG0003979	specific	fuzzy	15	0.93
OG0003980	specific	fuzzy	15	0.93
OG0003981	specific	fuzzy	15	0.93
OG0003982	specific	fuzzy	15	0.93
OG0003983	specific	fuzzy	15	0.93
OG0003985	specific	fuzzy	15	0.93
OG0003986	specific	fuzzy	14	0.93
OG0003987	specific	fuzzy	15	0.93
OG0003988	specific	fuzzy	15	0.93
OG0003989	specific	fuzzy	15	0.93
OG0003990	specific	fuzzy	15	0.93
OG0003991	specific	fuzzy	15	0.93
OG0003996	specific	fuzzy	15	0.93
OG0003999	specific	fuzzy	15	0.93
OG0004001	specific	fuzzy	15	0.93
OG0004003	specific	fuzzy	15	0.93
OG0004004	specific	fuzzy	15	0.93
OG0004005	specific	fuzzy	15	0.93
OG0004007	specific	fuzzy	15	0.93
OG0004008	specific	fuzzy	15	0.93
OG0004009	specific	fuzzy	15	0.93
OG0004010	specific	fuzzy	15	0.93
OG0004012	specific	fuzzy	15	0.93
OG0004015	specific	fuzzy	15	0.93
OG0004016	specific	fuzzy	15	0.93
OG0004017	specific	fuzzy	15	0.93
OG0004018	specific	fuzzy	15	0.93
OG0004019	specific	fuzzy	15	0.93
OG0004021	specific	fuzzy	15	0.93
OG0004022	specific	fuzzy	14	0.93
OG0004025	specific	fuzzy	15	0.93
OG0004026	specific	fuzzy	15	0.93
OG0004027	specific	fuzzy	15	0.93
OG0004028	specific	fuzzy	15	0.93
OG0004029	specific	fuzzy	15	0.93
OG0004030	specific	fuzzy	15	0.93
OG0004031	specific	fuzzy	15	0.93
OG0004034	specific	fuzzy	15	0.93
OG0004035	specific	fuzzy	14	0.93
OG0004036	specific	fuzzy	15	0.93
OG0004040	specific	fuzzy	15	0.93
OG0004041	specific	fuzzy	15	0.93
OG0004042	specific	fuzzy	15	0.93
OG0004043	specific	fuzzy	15	0.93
OG0004044	specific	fuzzy	15	0.93
OG0004045	specific	fuzzy	15	0.93
OG0004046	specific	fuzzy	15	0.93
OG0004048	specific	fuzzy	15	0.93
OG0004049	specific	fuzzy	15	0.93
OG0004050	specific	fuzzy	15	0.93
OG0004051	specific	fuzzy	15	0.93
OG0004052	specific	fuzzy	15	0.93
OG0004053	specific	fuzzy	15	0.93
OG0004054	specific	fuzzy	15	0.93
OG0004055	specific	fuzzy	15	0.93
OG0004056	specific	fuzzy	15	0.93
OG0004057	specific	fuzzy	15	0.93
OG0004059	specific	fuzzy	15	0.93
OG0004060	specific	fuzzy	15	0.93
OG0004062	specific	fuzzy	15	0.93
OG0004064	specific	fuzzy	15	0.93
OG0004066	specific	fuzzy	15	0.93
OG0004067	specific	fuzzy	15	0.93
OG0004068	specific	fuzzy	15	0.93
OG0004070	specific	fuzzy	15	0.93
OG0004071	specific	fuzzy	15	0.93
OG0004072	specific	fuzzy	15	0.93
OG0004074	specific	fuzzy	15	0.93
OG0004076	specific	fuzzy	15	0.93
OG0004078	specific	fuzzy	15	0.93
OG0004079	specific	fuzzy	15	0.93
OG0004080	specific	fuzzy	15	0.93
OG0004082	specific	fuzzy	15	0.93
OG0004083	specific	fuzzy	15	0.93
OG0004084	specific	fuzzy	15	0.93
OG0004087	specific	fuzzy	15	0.93
OG0004088	specific	fuzzy	15	0.93
OG0004090	specific	fuzzy	15	0.93
OG0004091	specific	fuzzy	15	0.93
OG0004092	specific	fuzzy	15	0.93
OG0004093	specific	fuzzy	15	0.93
OG0004094	specific	fuzzy	15	0.93
OG0004096	specific	fuzzy	15	0.93
OG0004097	specific	fuzzy	15	0.93
OG0004100	specific	fuzzy	15	0.93
OG0004101	specific	fuzzy	15	0.93
OG0004102	specific	fuzzy	15	0.93
OG0004103	specific	fuzzy	15	0.93
OG0004104	specific	fuzzy	15	0.93
OG0004107	specific	fuzzy	15	0.93
OG0004109	specific	fuzzy	15	0.93
OG0004110	specific	fuzzy	15	0.93
OG0004111	specific	fuzzy	15	0.93
OG0004112	specific	fuzzy	15	0.93
OG0004113	specific	fuzzy	15	0.93
OG0004114	specific	fuzzy	15	0.93
OG0004116	specific	fuzzy	15	0.93
OG0004120	specific	fuzzy	15	0.93
OG0004121	specific	fuzzy	15	0.93
OG0004123	specific	fuzzy	15	0.93
OG0004124	specific	fuzzy	15	0.93
OG0004126	specific	fuzzy	15	0.93
OG0004127	specific	fuzzy	15	0.93
OG0004129	specific	fuzzy	14	0.93
OG0004131	specific	fuzzy	14	0.93
OG0004132	specific	fuzzy	15	0.93
OG0004133	specific	fuzzy	14	0.93
OG0004134	specific	fuzzy	15	0.93
OG0004136	specific	fuzzy	15	0.93
OG0004137	specific	fuzzy	15	0.93
OG0004140	specific	fuzzy	15	0.93
OG0004141	specific	fuzzy	15	0.93
OG0004142	specific	fuzzy	15	0.93
OG0004143	specific	fuzzy	15	0.93
OG0004144	specific	fuzzy	15	0.93
OG0004145	specific	fuzzy	15	0.93
OG0004146	specific	fuzzy	15	0.93
OG0004147	specific	fuzzy	15	0.93
OG0004151	specific	fuzzy	15	0.93
OG0004152	specific	fuzzy	15	0.93
OG0004153	specific	fuzzy	15	0.93
OG0004156	specific	fuzzy	15	0.93
OG0004159	specific	fuzzy	15	0.93
OG0004160	specific	fuzzy	15	0.93
OG0004162	specific	fuzzy	15	0.93
OG0004163	specific	fuzzy	15	0.93
OG0004165	specific	fuzzy	15	0.93
OG0004166	specific	fuzzy	15	0.93
OG0004167	specific	fuzzy	15	0.93
OG0004170	specific	fuzzy	15	0.93
OG0004171	specific	fuzzy	15	0.93
OG0004172	specific	fuzzy	15	0.93
OG0004174	specific	fuzzy	15	0.93
OG0004175	specific	fuzzy	15	0.93
OG0004178	specific	fuzzy	15	0.93
OG0004179	specific	fuzzy	15	0.93
OG0004180	specific	fuzzy	15	0.93
OG0004181	specific	fuzzy	15	0.93
OG0004183	specific	fuzzy	15	0.93
OG0004184	specific	fuzzy	15	0.93
OG0004185	specific	fuzzy	15	0.93
OG0004186	specific	fuzzy	15	0.93
OG0004187	specific	fuzzy	15	0.93
OG0004188	specific	fuzzy	15	0.93
OG0004189	specific	fuzzy	15	0.93
OG0004193	specific	fuzzy	14	0.93
OG0004194	specific	fuzzy	15	0.93
OG0004195	specific	fuzzy	15	0.93
OG0004197	specific	fuzzy	15	0.93
OG0004199	specific	fuzzy	15	0.93
OG0004200	specific	fuzzy	15	0.93
OG0004201	specific	fuzzy	15	0.93
OG0004202	specific	fuzzy	15	0.93
OG0004203	specific	fuzzy	14	0.93
OG0004205	specific	fuzzy	15	0.93
OG0004207	specific	fuzzy	14	0.93
OG0004208	specific	fuzzy	15	0.93
OG0004210	specific	fuzzy	15	0.93
OG0004211	specific	fuzzy	15	0.93
OG0004212	specific	fuzzy	15	0.93
OG0004213	specific	fuzzy	14	0.93
OG0004214	specific	fuzzy	15	0.93
OG0004215	specific	fuzzy	15	0.93
OG0004216	specific	fuzzy	15	0.93
OG0004220	specific	fuzzy	15	0.93
OG0004221	specific	fuzzy	14	0.93
OG0004223	specific	fuzzy	15	0.93
OG0004225	specific	fuzzy	15	0.93
OG0004227	specific	fuzzy	15	0.93
OG0004228	specific	fuzzy	15	0.93
OG0004230	specific	fuzzy	15	0.93
OG0004231	specific	fuzzy	15	0.93
OG0004232	specific	fuzzy	15	0.93
OG0004233	specific	fuzzy	15	0.93
OG0004234	specific	fuzzy	15	0.93
OG0004235	specific	fuzzy	15	0.93
OG0004237	specific	fuzzy	15	0.93
OG0004238	specific	fuzzy	15	0.93
OG0004239	specific	fuzzy	15	0.93
OG0004241	specific	fuzzy	15	0.93
OG0004242	specific	fuzzy	15	0.93
OG0004243	specific	fuzzy	15	0.93
OG0004244	specific	fuzzy	15	0.93
OG0004245	specific	fuzzy	15	0.93
OG0004246	specific	fuzzy	15	0.93
OG0004247	specific	fuzzy	15	0.93
OG0004248	specific	fuzzy	15	0.93
OG0004250	specific	fuzzy	15	0.93
OG0004253	specific	fuzzy	15	0.93
OG0004260	specific	fuzzy	15	0.93
OG0004263	specific	fuzzy	15	0.93
OG0004264	specific	fuzzy	15	0.93
OG0004265	specific	fuzzy	15	0.93
OG0004267	specific	fuzzy	15	0.93
OG0004268	specific	fuzzy	15	0.93
OG0004269	specific	fuzzy	15	0.93
OG0004271	specific	fuzzy	15	0.93
OG0004273	specific	fuzzy	15	0.93
OG0004274	specific	fuzzy	15	0.93
OG0004275	specific	fuzzy	15	0.93
OG0004276	specific	fuzzy	15	0.93
OG0004277	specific	fuzzy	15	0.93
OG0004279	specific	fuzzy	15	0.93
OG0004281	specific	fuzzy	15	0.93
OG0004282	specific	fuzzy	14	0.93
OG0004283	specific	fuzzy	15	0.93
OG0004285	specific	fuzzy	15	0.93
OG0004287	specific	fuzzy	15	0.93
OG0004288	specific	fuzzy	15	0.93
OG0004289	specific	fuzzy	15	0.93
OG0004293	specific	fuzzy	15	0.93
OG0004294	specific	fuzzy	15	0.93
OG0004295	specific	fuzzy	15	0.93
OG0004296	specific	fuzzy	15	0.93
OG0004299	specific	fuzzy	15	0.93
OG0004301	specific	fuzzy	15	0.93
OG0004303	specific	fuzzy	15	0.93
OG0004304	specific	fuzzy	15	0.93
OG0004305	specific	fuzzy	14	0.93
OG0004306	specific	fuzzy	15	0.93
OG0004307	specific	fuzzy	15	0.93
OG0004308	specific	fuzzy	15	0.93
OG0004309	specific	fuzzy	15	0.93
OG0004310	specific	fuzzy	15	0.93
OG0004311	specific	fuzzy	15	0.93
OG0004312	specific	fuzzy	14	0.93
OG0004313	specific	fuzzy	15	0.93
OG0004314	specific	fuzzy	15	0.93
OG0004315	specific	fuzzy	15	0.93
OG0004316	specific	fuzzy	15	0.93
OG0004319	specific	fuzzy	15	0.93
OG0004320	specific	fuzzy	15	0.93
OG0004321	specific	fuzzy	15	0.93
OG0004322	specific	fuzzy	15	0.93
OG0004323	specific	fuzzy	15	0.93
OG0004324	specific	fuzzy	15	0.93
OG0004326	specific	fuzzy	15	0.93
OG0004328	specific	fuzzy	15	0.93
OG0004330	specific	fuzzy	14	0.93
OG0004357	specific	fuzzy	14	0.93
OG0004375	specific	fuzzy	14	0.93
OG0004445	specific	fuzzy	14	0.93
OG0004451	specific	fuzzy	14	0.93
OG0004454	specific	fuzzy	14	0.93
OG0004456	specific	fuzzy	14	0.93
OG0004458	specific	fuzzy	14	0.93
OG0004461	specific	fuzzy	14	0.93
OG0004462	specific	fuzzy	14	0.93
OG0004463	specific	fuzzy	14	0.93
OG0004467	specific	fuzzy	14	0.93
OG0004469	specific	fuzzy	14	0.93
OG0004472	specific	fuzzy	14	0.93
OG0004473	specific	fuzzy	14	0.93
OG0004478	specific	fuzzy	14	0.93
OG0004479	specific	fuzzy	14	0.93
OG0004480	specific	fuzzy	14	0.93
OG0004482	specific	fuzzy	14	0.93
OG0004484	specific	fuzzy	14	0.93
OG0004486	specific	fuzzy	14	0.93
OG0004489	specific	fuzzy	14	0.93
OG0004492	specific	fuzzy	14	0.93
OG0004493	specific	fuzzy	14	0.93
OG0004498	specific	fuzzy	14	0.93
OG0004501	specific	fuzzy	14	0.93
OG0004502	specific	fuzzy	14	0.93
OG0004504	specific	fuzzy	14	0.93
OG0004505	specific	fuzzy	14	0.93
OG0004509	specific	fuzzy	14	0.93
OG0004510	specific	fuzzy	14	0.93
OG0004511	specific	fuzzy	14	0.93
OG0004513	specific	fuzzy	14	0.93
OG0004519	specific	fuzzy	14	0.93
OG0004520	specific	fuzzy	14	0.93
OG0004522	specific	fuzzy	14	0.93
OG0004524	specific	fuzzy	14	0.93
OG0004525	specific	fuzzy	14	0.93
OG0004531	specific	fuzzy	14	0.93
OG0004532	specific	fuzzy	14	0.93
OG0004543	specific	fuzzy	14	0.93
OG0004544	specific	fuzzy	14	0.93
OG0004545	specific	fuzzy	14	0.93
OG0004546	specific	fuzzy	14	0.93
OG0004549	specific	fuzzy	14	0.93
OG0004556	specific	fuzzy	14	0.93
OG0004557	specific	fuzzy	14	0.93
OG0004559	specific	fuzzy	14	0.93
OG0004564	specific	fuzzy	14	0.93
OG0004565	specific	fuzzy	14	0.93
OG0004566	specific	fuzzy	14	0.93
OG0004570	specific	fuzzy	14	0.93
OG0004574	specific	fuzzy	14	0.93
OG0004575	specific	fuzzy	14	0.93
OG0004580	specific	fuzzy	14	0.93
OG0004581	specific	fuzzy	14	0.93
OG0004583	specific	fuzzy	14	0.93
OG0004587	specific	fuzzy	14	0.93
OG0004588	specific	fuzzy	14	0.93
OG0004591	specific	fuzzy	14	0.93
OG0004596	specific	fuzzy	14	0.93
OG0004598	specific	fuzzy	14	0.93
OG0004599	specific	fuzzy	14	0.93
OG0004600	specific	fuzzy	14	0.93
OG0004614	specific	fuzzy	14	0.93
OG0004615	specific	fuzzy	14	0.93
OG0004618	specific	fuzzy	14	0.93
OG0004620	specific	fuzzy	14	0.93
OG0004621	specific	fuzzy	14	0.93
OG0004626	specific	fuzzy	14	0.93
OG0004634	specific	fuzzy	14	0.93
OG0004635	specific	fuzzy	14	0.93
OG0004636	specific	fuzzy	14	0.93
OG0004641	specific	fuzzy	14	0.93
OG0004643	specific	fuzzy	14	0.93
OG0004644	specific	fuzzy	14	0.93
OG0004649	specific	fuzzy	14	0.93
OG0004652	specific	fuzzy	14	0.93
OG0004653	specific	fuzzy	14	0.93
OG0004654	specific	fuzzy	14	0.93
OG0004655	specific	fuzzy	14	0.93
OG0004656	specific	fuzzy	14	0.93
OG0004661	specific	fuzzy	14	0.93
OG0004663	specific	fuzzy	14	0.93
OG0004667	specific	fuzzy	14	0.93
OG0004671	specific	fuzzy	14	0.93
OG0004672	specific	fuzzy	14	0.93
OG0004678	specific	fuzzy	14	0.93
OG0004679	specific	fuzzy	14	0.93
OG0004684	specific	fuzzy	14	0.93
OG0004685	specific	fuzzy	14	0.93
OG0004696	specific	fuzzy	14	0.93
OG0004702	specific	fuzzy	14	0.93
OG0004707	specific	fuzzy	14	0.93
OG0004709	specific	fuzzy	14	0.93
OG0004732	specific	fuzzy	14	0.93
OG0004735	specific	fuzzy	14	0.93
OG0004737	specific	fuzzy	14	0.93
OG0004745	specific	fuzzy	14	0.93
OG0004747	specific	fuzzy	14	0.93
OG0004751	specific	fuzzy	14	0.93
OG0004754	specific	fuzzy	14	0.93
OG0004755	specific	fuzzy	14	0.93
OG0004759	specific	fuzzy	14	0.93
OG0004762	specific	fuzzy	14	0.93
OG0004770	specific	fuzzy	14	0.93
OG0004772	specific	fuzzy	14	0.93
OG0004774	specific	fuzzy	14	0.93
OG0004778	specific	fuzzy	14	0.93
OG0004781	specific	fuzzy	14	0.93
OG0004782	specific	fuzzy	14	0.93
OG0004783	specific	fuzzy	14	0.93
OG0004784	specific	fuzzy	14	0.93
OG0004788	specific	fuzzy	14	0.93
OG0004791	specific	fuzzy	14	0.93
OG0004799	specific	fuzzy	14	0.93
OG0004804	specific	fuzzy	14	0.93
OG0004805	specific	fuzzy	14	0.93
OG0004808	specific	fuzzy	14	0.93
OG0004812	specific	fuzzy	14	0.93
OG0004816	specific	fuzzy	14	0.93
OG0004823	specific	fuzzy	14	0.93
OG0004824	specific	fuzzy	14	0.93
OG0004825	specific	fuzzy	14	0.93
OG0004829	specific	fuzzy	14	0.93
OG0004836	specific	fuzzy	14	0.93
OG0004842	specific	fuzzy	14	0.93
OG0004847	specific	fuzzy	14	0.93
OG0004850	specific	fuzzy	14	0.93
OG0004854	specific	fuzzy	14	0.93
OG0004856	specific	fuzzy	14	0.93
OG0004863	specific	fuzzy	14	0.93
OG0004865	specific	fuzzy	14	0.93
OG0004871	specific	fuzzy	14	0.93
OG0004874	specific	fuzzy	14	0.93
OG0004889	specific	fuzzy	14	0.93
OG0004899	specific	fuzzy	14	0.93
OG0004901	specific	fuzzy	14	0.93
OG0004906	specific	fuzzy	14	0.93
OG0004907	specific	fuzzy	14	0.93
OG0004911	specific	fuzzy	14	0.93
OG0004912	specific	fuzzy	14	0.93
OG0004913	specific	fuzzy	14	0.93
OG0004915	specific	fuzzy	14	0.93
OG0004924	specific	fuzzy	14	0.93
OG0004927	specific	fuzzy	14	0.93
OG0004929	specific	fuzzy	14	0.93
OG0004934	specific	fuzzy	14	0.93
OG0004937	specific	fuzzy	14	0.93
OG0004943	specific	fuzzy	14	0.93
OG0004944	specific	fuzzy	14	0.93
OG0004945	specific	fuzzy	14	0.93
OG0004946	specific	fuzzy	14	0.93
OG0004953	specific	fuzzy	14	0.93
OG0004954	specific	fuzzy	14	0.93
OG0004958	specific	fuzzy	14	0.93
OG0004960	specific	fuzzy	14	0.93
OG0004967	specific	fuzzy	14	0.93
OG0004969	specific	fuzzy	14	0.93
OG0004972	specific	fuzzy	14	0.93
OG0004973	specific	fuzzy	14	0.93
OG0004974	specific	fuzzy	14	0.93
OG0004977	specific	fuzzy	14	0.93
OG0004979	specific	fuzzy	14	0.93
OG0004982	specific	fuzzy	14	0.93
OG0004984	specific	fuzzy	14	0.93
OG0004987	specific	fuzzy	14	0.93
OG0004993	specific	fuzzy	14	0.93
OG0004994	specific	fuzzy	14	0.93
OG0004997	specific	fuzzy	14	0.93
OG0005000	specific	fuzzy	14	0.93
OG0005003	specific	fuzzy	14	0.93
OG0005008	specific	fuzzy	14	0.93
OG0005009	specific	fuzzy	14	0.93
OG0005011	specific	fuzzy	14	0.93
OG0005021	specific	fuzzy	14	0.93
OG0005027	specific	fuzzy	14	0.93
OG0005030	specific	fuzzy	14	0.93
OG0005037	specific	fuzzy	14	0.93
OG0005041	specific	fuzzy	14	0.93
OG0005043	specific	fuzzy	14	0.93
OG0005044	specific	fuzzy	14	0.93
OG0005047	specific	fuzzy	14	0.93
OG0005050	specific	fuzzy	14	0.93
OG0005052	specific	fuzzy	14	0.93
OG0005054	specific	fuzzy	14	0.93
OG0005064	specific	fuzzy	14	0.93
OG0005068	specific	fuzzy	14	0.93
OG0005075	specific	fuzzy	14	0.93
OG0005077	specific	fuzzy	14	0.93
OG0005081	specific	fuzzy	14	0.93
OG0005086	specific	fuzzy	14	0.93
OG0005089	specific	fuzzy	14	0.93
OG0005090	specific	fuzzy	14	0.93
OG0005091	specific	fuzzy	14	0.93
OG0005095	specific	fuzzy	14	0.93
OG0005103	specific	fuzzy	14	0.93
OG0005105	specific	fuzzy	14	0.93
OG0005106	specific	fuzzy	14	0.93
OG0005107	specific	fuzzy	14	0.93
OG0005110	specific	fuzzy	14	0.93
OG0005112	specific	fuzzy	14	0.93
OG0005115	specific	fuzzy	14	0.93
OG0005120	specific	fuzzy	14	0.93
OG0005122	specific	fuzzy	14	0.93
OG0005128	specific	fuzzy	14	0.93
OG0005132	specific	fuzzy	14	0.93
OG0005137	specific	fuzzy	14	0.93
OG0005138	specific	fuzzy	14	0.93
OG0005140	specific	fuzzy	14	0.93
OG0005141	specific	fuzzy	14	0.93
OG0005147	specific	fuzzy	14	0.93
OG0005149	specific	fuzzy	14	0.93
OG0005151	specific	fuzzy	14	0.93
OG0005156	specific	fuzzy	14	0.93
OG0005157	specific	fuzzy	14	0.93
OG0005160	specific	fuzzy	14	0.93
OG0005167	specific	fuzzy	14	0.93
OG0005174	specific	fuzzy	14	0.93
OG0005183	specific	fuzzy	14	0.93
OG0005188	specific	fuzzy	14	0.93
OG0005190	specific	fuzzy	14	0.93
OG0005191	specific	fuzzy	14	0.93
OG0005199	specific	fuzzy	14	0.93
OG0005200	specific	fuzzy	14	0.93
OG0005206	specific	fuzzy	14	0.93
OG0005207	specific	fuzzy	14	0.93
OG0005214	specific	fuzzy	14	0.93
OG0005216	specific	fuzzy	14	0.93
OG0005219	specific	fuzzy	14	0.93
OG0005222	specific	fuzzy	14	0.93
OG0005223	specific	fuzzy	14	0.93
OG0005226	specific	fuzzy	14	0.93
OG0005227	specific	fuzzy	14	0.93
OG0005236	specific	fuzzy	14	0.93
OG0005237	specific	fuzzy	14	0.93
OG0005241	specific	fuzzy	14	0.93
OG0005245	specific	fuzzy	14	0.93
OG0005248	specific	fuzzy	14	0.93
OG0005250	specific	fuzzy	14	0.93
OG0005252	specific	fuzzy	14	0.93
OG0005254	specific	fuzzy	14	0.93
OG0005258	specific	fuzzy	14	0.93
OG0005260	specific	fuzzy	14	0.93
OG0005262	specific	fuzzy	14	0.93
OG0005263	specific	fuzzy	14	0.93
